Price,Link,CPU Name,RAM,Memory Type,Storage,Storage Type,GPU Name,GPU VRAM,PSU,Cooler,OS,CPU Achitecture,CPU Core,CPU Thread,CPU Cache,Max DDR Support,Base Clock,Max Clock,IGPU Clock
14999000,https://hacom.vn/pc-msi-pro-dp21-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-tpm2.0-dos-den-13m-653xvn-b5134008gs51xxah1,i5-13400,8GB,DDR4,512GB,HDD,610,4.0,,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
9999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50t-gen-4-i3-13100-4gb-ram-256gb-ssd-wl-bt-k-m-no-os-12jb001cva,i3-13100,4GB,DDR4,256GB,HDD,,,180W,Fan,0,7,4.0,8.0,12,5.0,4.5,4.5,1000
34299000,https://hacom.vn/workstation-asus-pro-e500-g6-1090k-038z-i9-10900k-32gb-ram-1tb-ssd-k-m-90sf0181-m004d0,i9-10900,32GB,,1TB,SSD,,,,Fan,0,14,10.0,20.0,20,4.0,2.8,5.2,1000
11999000,https://hacom.vn/pc-hp-prodesk-400-g9-mt-i5-12500-4gb-ram-256gssd-wl-bt-k-m-win-11-72k98pa,i5-12500,4GB,DDR4,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.6,4.6,1000
10199000,https://hacom.vn/pc-hacom-business-mini-v6-i5-12400-h610-8gb-ram-500gb-ssd,i5-12400,8GB,DDR4,500GB,SSD,610,4.0,,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
8899000,https://hacom.vn/pc-hacom-designer-d071-ryzen-5-5600g-b450-16gb-ram-500gb-ssd,Ryzen 5 5600G,16GB,DDR4,500GB,SSD,,,450W,Fan,0,7,6.0,12.0,19,4.0,3.9,4.4,1900
15599000,https://hacom.vn/bo-mini-pc-asus-intel-nuc12-pro-tall-nuc12wshi7-i7-1260p-2xddr4-3200-3xnvme-sata-2x-hdmi-2.1-2x-dp-1.4a-90ab2wsh-mr8100,i7-1260P,64GB,DDR4,256GB,HDD,,,35W,Fan,10,7,12.0,16.0,18,5.0,4.7,4.7,1000
34499000,https://hacom.vn/workstation-dell-precision-3660-tower-i7-12700-16gb-ram-256gb-ssd-1tb-dvdrw-t400-4gb-k-m-300w-psu-ubuntu-71010146,i7-12700,16GB,,256GB,HDD,,,300W,Fan,0,7,12.0,20.0,25,5.0,1.6,4.8,1000
7199000,https://hacom.vn/pc-hacom-business-atx-p5-i3-12100-h610-8gb-ram-240gb-ssd,i3-12100,8GB,,,SSD,610,4.0,500W,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
15199000,https://hacom.vn/hacom-sniper-i5-12400f-gtx-1660-super,i5-12400,8GB,DDR4,250GB,SSD,1660,6.0,500W,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
10799000,https://hacom.vn/pc-hp-280-pro-tower-g9-i3-13100-8gb-ram-256gb-ssd-wl-bt-k-m-win11-9h1u8pt,i3-13100,8GB,DDR4,256GB,SSD,,,180 W,Fan,11,7,4.0,8.0,12,5.0,4.5,4.5,1000
86699000,https://hacom.vn/hacom-poseidon-i9-13900k-rtx-4080,i9-13900,32GB,DDR4,1TB,SSD,4080,16.0,1000W,Liquid,0,7,24.0,32.0,36,5.0,1.5,5.2,1000
12499000,https://hacom.vn/pc-asus-s500sd-512400050w-i5-12400-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-90pf0392-m00sv0,i5-12400,8GB,,256GB,SSD,,,,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
16299000,https://hacom.vn/pc-asus-all-in-one-a3402wb-i5-1235u-8gb-512g-pcie-23.8-fhd-cam-mic-wifi6-bt5-wl_kb-wl_m-w11h-trang-a3402wbak-wa604w,i5-1235U,8GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,4.4,4.4,1000
41499000,https://hacom.vn/pc-dell-xps-8950-i7-12700-16gb-ram-512gb-ssd-1tb-hdd-gtx1660ti-dvdrw-wl-bt-k-m-office-win11-42xps89d002,i7-12700,16GB,,512GB,HDD,1660,6.0,,Fan,11,7,12.0,20.0,25,5.0,1.6,4.8,1000
22599000,https://hacom.vn/hacom-sniper-s6-i5-13400f-rtx-3060,i5-13400,16GB,DDR4,500GB,SSD,3060,12.0,650W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
9199000,https://hacom.vn/bo-mini-pc-asus-intel-nuc13-pro-tall-nuc13anhi3-i3-1315u-2xddr4-3200-3xnvme-sata-2x-hdmi-2.1-2x-dp-1.4a-vesa-mount-90ab3anh-mr4100,i3-1315U,64GB,DDR4,256GB,HDD,,,28W,Fan,10,7,6.0,8.0,10,5.0,4.5,4.5,1000
7999000,https://hacom.vn/pc-dell-optiplex-3080-sff-i3-10100-4gb-ram-1tb-hdd-dvdrw-k-m-fedora-70233228,i3-10100,4GB,DDR4,1TB,HDD,3080,12.0,,Fan,0,14,4.0,8.0,6,4.0,3.6,4.3,1000
16899000,https://hacom.vn/pc-hp-s01-pf3016d-8c5t0pa-i7-13700-8gb-ram-256gb-ssd-wl-bt-k-m-win-11-den,i7-13700,8GB,DDR4,256GB,SSD,,,180W,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
14499000,https://hacom.vn/pc-asus-all-in-one-a3202wbak-wa024w-i3-1215u-8gb-ram-512gb-ssd-21.5-inch-full-hd-wl-bt-k-m-win-11-trang,i3-1215U,8GB,,512GB,SSD,,,,Fan,11,7,6.0,8.0,10,5.0,4.4,4.4,1000
7499000,https://hacom.vn/pc-hacom-business-mini-p46-v2-i3-12100-h610-16gb-ram-256gb,i3-12100,16GB,DDR4,256GB,SSD,610,4.0,,Fan,0,7,4.0,8.0,12,5.0,4.3,4.3,1000
4899000,https://hacom.vn/pc-mini-asus-pn50-e1-b-b5116mv-r5-4500u-non-ram-non-storage-wi-fi5-bt50-lan-65w-vesa-mount-n-os-den,Ryzen 5 4500U,32GB,DDR4,,HDD,,,,Fan,0,7,6.0,6.0,11,4.0,2.3,4.0,1500
27899000,https://hacom.vn/pc-dell-inspiron-all-in-one-5420-i7-1355u-16gb-ram-512gb-ssd-23.8-inch-fhd-touch-camera-bt-kb-m-win11-office-den-fnrj17,i7-1355U,16GB,DDR4,512GB,SSD,,,,Fan,11,7,10.0,12.0,12,5.0,5.0,5.0,1000
9899000,https://hacom.vn/may-tinh-intel-nuc-11-rnuc11pahi5-i5-1135g7-rnuc11pahi50000,i5-1135G7,,,,,,,,Fan,0,10,4.0,8.0,8,4.0,0.9,4.2,1000
12999000,https://hacom.vn/pc-lenovo-thinkcentre-neo-50t-gen-4-i5-13400-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-12jb001hva,i5-13400,8GB,DDR4,512GB,HDD,,,180W,Fan,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
9799000,https://hacom.vn/bo-mini-pc-asus-intel-nuc12-pro-tall-nuc12wshi3-i3-1220p-2xddr4-3200-3xnvme-sata-2x-hdmi-2.1-2x-dp-1.4a-90ab2wsh-mr4100,i3-1220P,64GB,DDR4,2TB,HDD,,,20 W,Fan,10,7,10.0,12.0,12,5.0,4.4,4.4,1000
12799000,https://hacom.vn/pc-lenovo-thinkcentre-m70t-gen-3-i5-12400-8gb-ram-512gb-ssd-wl-bt-k-m-no-os-11ta0013va,i5-12400,8GB,DDR4,512GB,HDD,,,,Fan,0,7,6.0,12.0,18,5.0,4.4,4.4,1000
23899000,https://hacom.vn/pc-hacom-dung-phim-p046-i5-13400-b760-16gb-2x8gb-ram-500gb-ssd-rtx-4060-8gb-650w,i5-13400,16GB,DDR4,500GB,SSD,4060,8.0,650W,Liquid,0,7,10.0,16.0,20,5.0,1.8,4.6,1000
29999000,https://hacom.vn/pc-hp-eliteone-840-g9-aio-8w8j4pa-i7-13700-16gb-ram-512gb-ssd-23.8-fhd-cam-ung-k-m-win11-bac,i7-13700,16GB,DDR4,512GB,SSD,,,,Fan,11,7,16.0,24.0,30,5.0,1.5,5.1,1000
37699000,https://hacom.vn/hacom-apollo-i07-i7-14700f-rtx-4060-ti,i7-14700,16GB,DDR5,500GB,SSD,4060,8.0,750W,Fan,0,7,20.0,28.0,33,5.0,1.5,5.3,1000
24999000,https://hacom.vn/pc-asus-rog-strix-g15cf-i5-12400f-16gb-ram-512gb-ssd-rtx3060ti-wl-bt-win-11-g15cf-51240f141w,i5-12400,16GB,,512GB,SSD,3060,12.0,700W,Fan,11,7,6.0,12.0,18,5.0,4.4,4.4,1000
